10000	921.0	0.0921	9.21e-10	9.21e-06	0.023025	230.25	
20000	1827.0	0.09135	2.28375e-10	4.5675e-06	0.0212390985629	424.781971258	
90000	9478.0	0.105311111111	1.30013717421e-11	1.17012345679e-06	0.0212567533605	1913.10780244	
50000	5338.0	0.10676	4.2704e-11	2.1352e-06	0.022719872632	1135.9936316	
40000	3786.0	0.09465	5.915625e-11	2.36625e-06	0.0205668766114	822.675064457	
60000	6945.0	0.11575	3.21527777778e-11	1.92916666667e-06	0.0242248505613	1453.49103368	
70000	7347.0	0.104957142857	2.14198250729e-11	1.4993877551e-06	0.0216625426339	1516.37798437	
100000	10059.0	0.10059	1.0059e-11	1.0059e-06	0.020118	2011.8	
80000	8581.0	0.1072625	1.6759765625e-11	1.34078125e-06	0.0218765105851	1750.12084681	
30000	2950.0	0.0983333333333	1.09259259259e-10	3.27777777778e-06	0.021963518015	658.90554045	
