10000	45669600	4566.96	4.56696e-05	0.456696	1141.74	11417400.0	
20000	98213010	4910.6505	1.227662625e-05	0.245532525	1141.7382592	22834765.1839	
90000	507689137	5640.99041111	6.96418569273e-07	0.0626776712346	1138.61814402	102475632.962	
50000	264587515	5291.7503	2.11670012e-06	0.105835006	1126.15111293	56307555.6464	
40000	209910393	5247.759825	3.27984989063e-06	0.131193995625	1140.30669632	45612267.853	
60000	321936947	5365.61578333	1.4904488287e-06	0.0894269297222	1122.94808225	67376884.9352	
70000	377492624	5392.75177143	1.10056158601e-06	0.0770393110204	1113.03253864	77912277.7047	
100000	571776534	5717.76534	5.71776534e-07	0.0571776534	1143.553068	114355306.8	
80000	429764872	5372.0609	8.39384515625e-07	0.06715076125	1095.64803303	87651842.6421	
30000	153718561	5123.95203333	5.69328003704e-06	0.170798401111	1144.47470636	34334241.1908	
